# Expanded and assembled Kp and ap
# created @ 2019-01-15 17:08:01
#   Flags: Definitive, Quicklook
#
#   MJD2000 Kp  ap Flag
  4573.9375 43  32    D
  4574.0625 37  22    D
  4574.1875 20   7    D
  4574.3125 27  12    D
  4574.4375 37  22    D
  4574.5625 27  12    D
  4574.6875 20   7    D
  4574.8125 23   9    D
  4574.9375 20   7    D
  4575.0625 23   9    D
  4575.1875 23   9    D
  4575.3125 37  22    D
  4575.4375 30  15    D
  4575.5625 10   4    D
  4575.6875 13   5    D
  4575.8125 20   7    D
  4575.9375 30  15    D
  4576.0625 27  12    D
  4576.1875 30  15    D
  4576.3125 37  22    D
  4576.4375 30  15    D
  4576.5625 17   6    D
  4576.6875 17   6    D
  4576.8125  7   3    D
  4576.9375 13   5    D
  4577.0625  3   2    D
  4577.1875  7   3    D
  4577.3125  3   2    D
  4577.4375  7   3    D
  4577.5625  3   2    D
  4577.6875  3   2    D
  4577.8125  3   2    D
  4577.9375  3   2    D
  4578.0625  3   2    D
  4578.1875  7   3    D
  4578.3125  7   3    D
  4578.4375 10   4    D
  4578.5625 23   9    D
  4578.6875 30  15    D
  4578.8125 57  67    D
  4578.9375 50  48    D
  4579.0625 43  32    D
  4579.1875 53  56    D
  4579.3125 67 111    D
  4579.4375 60  80    D
  4579.5625 53  56    D
  4579.6875 60  80    D
  4579.8125 70 132    D
  4579.9375 60  80    D
  4580.0625 63  94    D
  4580.1875 53  56    D
  4580.3125 47  39    D
  4580.4375 43  32    D
  4580.5625 50  48    D
  4580.6875 47  39    D
  4580.8125 27  12    D
  4580.9375 30  15    D
  4581.0625 37  22    D
  4581.1875 47  39    D
  4581.3125 43  32    D
  4581.4375 17   6    D
  4581.5625 20   7    D
  4581.6875 27  12    D
  4581.8125 20   7    D
  4581.9375 23   9    D
  4582.0625 13   5    D
  4582.1875 10   4    D
  4582.3125 13   5    D
  4582.4375 10   4    D
  4582.5625  7   3    D
  4582.6875 10   4    D
  4582.8125 13   5    D
  4582.9375 13   5    D
  4583.0625  3   2    D
  4583.1875 13   5    D
  4583.3125 17   6    D
  4583.4375 10   4    D
  4583.5625 17   6    D
  4583.6875 13   5    D
  4583.8125 17   6    D
  4583.9375 10   4    D
  4584.0625 13   5    D
  4584.1875 30  15    D
  4584.3125 13   5    D
  4584.4375 30  15    D
  4584.5625 23   9    D
  4584.6875 30  15    D
  4584.8125 23   9    D
  4584.9375 23   9    D
  4585.0625 23   9    D
  4585.1875 17   6    D
  4585.3125 20   7    D
  4585.4375 10   4    D
  4585.5625  7   3    D
  4585.6875 30  15    D
  4585.8125 27  12    D
  4585.9375 17   6    D
  4586.0625  7   3    D
  4586.1875 23   9    D
  4586.3125 27  12    D
  4586.4375 23   9    D
  4586.5625 17   6    D
  4586.6875  7   3    D
  4586.8125  7   3    D
  4586.9375 20   7    D
  4587.0625 23   9    D
  4587.1875 20   7    D
  4587.3125 10   4    D
  4587.4375 13   5    D
  4587.5625 27  12    D
  4587.6875 30  15    D
  4587.8125 20   7    D
  4587.9375 27  12    D
  4588.0625 23   9    D
  4588.1875 27  12    D
  4588.3125 13   5    D
  4588.4375 13   5    D
  4588.5625 27  12    D
  4588.6875 20   7    D
  4588.8125 23   9    D
  4588.9375  7   3    D
  4589.0625 30  15    D
  4589.1875 10   4    D
  4589.3125 20   7    D
  4589.4375 13   5    D
  4589.5625 10   4    D
  4589.6875  3   2    D
  4589.8125  7   3    D
  4589.9375  7   3    D
  4590.0625  3   2    D
  4590.1875  0   0    D
  4590.3125  7   3    D
  4590.4375  3   2    D
  4590.5625 10   4    D
  4590.6875 10   4    D
  4590.8125  3   2    D
  4590.9375  0   0    D
  4591.0625  0   0    D
  4591.1875 13   5    D
  4591.3125 10   4    D
  4591.4375  7   3    D
  4591.5625  7   3    D
  4591.6875 10   4    D
  4591.8125  7   3    D
  4591.9375 17   6    D
  4592.0625  7   3    D
  4592.1875 13   5    D
  4592.3125 20   7    D
  4592.4375 17   6    D
  4592.5625 27  12    D
  4592.6875 27  12    D
  4592.8125 37  22    D
  4592.9375 33  18    D
  4593.0625 23   9    D
  4593.1875 17   6    D
  4593.3125 17   6    D
  4593.4375 17   6    D
  4593.5625 13   5    D
  4593.6875  7   3    D
  4593.8125 10   4    D
  4593.9375  3   2    D
  4594.0625 13   5    D
  4594.1875 17   6    D
  4594.3125 30  15    D
  4594.4375 27  12    D
  4594.5625 30  15    D
  4594.6875 43  32    D
  4594.8125 33  18    D
  4594.9375 20   7    D
  4595.0625 17   6    D
  4595.1875 13   5    D
  4595.3125  7   3    D
  4595.4375  3   2    D
  4595.5625 17   6    D
  4595.6875 13   5    D
  4595.8125 10   4    D
  4595.9375 13   5    D
  4596.0625 10   4    D
  4596.1875 13   5    D
  4596.3125 10   4    D
  4596.4375 10   4    D
  4596.5625 13   5    D
  4596.6875 10   4    D
  4596.8125 17   6    D
  4596.9375 20   7    D
  4597.0625  3   2    D
  4597.1875  3   2    D
  4597.3125  7   3    D
  4597.4375 17   6    D
  4597.5625 47  39    D
  4597.6875 50  48    D
  4597.8125 40  27    D
  4597.9375 30  15    D
  4598.0625 27  12    D
  4598.1875 27  12    D
  4598.3125 17   6    D
  4598.4375 10   4    D
  4598.5625 10   4    D
  4598.6875 10   4    D
  4598.8125  7   3    D
  4598.9375  7   3    D
  4599.0625 10   4    D
  4599.1875 10   4    D
  4599.3125 13   5    D
  4599.4375  7   3    D
  4599.5625 13   5    D
  4599.6875 20   7    D
  4599.8125 13   5    D
  4599.9375 23   9    D
  4600.0625  3   2    D
  4600.1875  3   2    D
  4600.3125  7   3    D
  4600.4375 13   5    D
  4600.5625 10   4    D
  4600.6875 13   5    D
  4600.8125 17   6    D
  4600.9375 23   9    D
  4601.0625 23   9    D
  4601.1875 30  15    D
  4601.3125 17   6    D
  4601.4375 23   9    D
  4601.5625 20   7    D
  4601.6875 30  15    D
  4601.8125 20   7    D
  4601.9375 27  12    D
  4602.0625 17   6    D
  4602.1875 10   4    D
  4602.3125 10   4    D
  4602.4375 17   6    D
  4602.5625 13   5    D
  4602.6875 10   4    D
  4602.8125 17   6    D
  4602.9375 30  15    D
  4603.0625 47  39    D
  4603.1875 17   6    D
  4603.3125 17   6    D
  4603.4375 13   5    D
  4603.5625 17   6    D
  4603.6875 23   9    D
  4603.8125  7   3    D
  4603.9375 10   4    D
  4604.0625 27  12    D
  4604.1875 17   6    D
  4604.3125 10   4    D
  4604.4375 13   5    D
  4604.5625  7   3    D
  4604.6875 10   4    D
  4604.8125  7   3    D
  4604.9375  7   3    D
  4605.0625  3   2    D
  4605.1875 10   4    D
  4605.3125  3   2    D
  4605.4375  0   0    D
  4605.5625  3   2    D
  4605.6875  3   2    D
  4605.8125  3   2    D
  4605.9375  7   3    D
  4606.0625  0   0    D
  4606.1875  3   2    D
  4606.3125  3   2    D
  4606.4375  3   2    D
  4606.5625 17   6    D
  4606.6875 10   4    D
  4606.8125 17   6    D
  4606.9375 20   7    D
  4607.0625 17   6    D
  4607.1875 20   7    D
  4607.3125 20   7    D
  4607.4375 10   4    D
  4607.5625 17   6    D
  4607.6875 13   5    D
  4607.8125 23   9    D
  4607.9375 23   9    D
  4608.0625  7   3    D
  4608.1875 13   5    D
  4608.3125 17   6    D
  4608.4375 17   6    D
  4608.5625 23   9    D
  4608.6875 30  15    D
  4608.8125 27  12    D
  4608.9375 17   6    D
  4609.0625 17   6    D
  4609.1875 20   7    D
  4609.3125 13   5    D
  4609.4375 17   6    D
  4609.5625 17   6    D
  4609.6875 13   5    D
  4609.8125 10   4    D
  4609.9375 23   9    D
  4610.0625 13   5    D
  4610.1875  0   0    D
  4610.3125 10   4    D
  4610.4375 13   5    D
  4610.5625 13   5    D
  4610.6875 13   5    D
  4610.8125 17   6    D
  4610.9375 23   9    D
  4611.0625 20   7    D
  4611.1875 20   7    D
  4611.3125 20   7    D
  4611.4375 10   4    D
  4611.5625 27  12    D
  4611.6875 37  22    D
  4611.8125 30  15    D
  4611.9375 33  18    D
  4612.0625 37  22    D
  4612.1875 23   9    D
  4612.3125 17   6    D
  4612.4375 10   4    D
  4612.5625 10   4    D
  4612.6875 10   4    D
  4612.8125 13   5    D
  4612.9375 17   6    D
  4613.0625 10   4    D
  4613.1875 20   7    D
  4613.3125 17   6    D
  4613.4375 20   7    D
  4613.5625 20   7    D
  4613.6875 23   9    D
  4613.8125 37  22    D
  4613.9375 30  15    D
  4614.0625 17   6    D
  4614.1875 20   7    D
  4614.3125 13   5    D
  4614.4375 40  27    D
  4614.5625 33  18    D
  4614.6875 17   6    D
  4614.8125 13   5    D
  4614.9375 40  27    D
  4615.0625 33  18    D
  4615.1875 30  15    D
  4615.3125 27  12    D
  4615.4375 17   6    D
  4615.5625 33  18    D
  4615.6875 17   6    D
  4615.8125 23   9    D
  4615.9375 20   7    D
  4616.0625 17   6    D
  4616.1875 10   4    D
  4616.3125 10   4    D
  4616.4375 13   5    D
  4616.5625 13   5    D
  4616.6875 13   5    D
  4616.8125  7   3    D
  4616.9375 27  12    D
  4617.0625 10   4    D
  4617.1875 13   5    D
  4617.3125  3   2    D
  4617.4375 10   4    D
  4617.5625 23   9    D
  4617.6875 13   5    D
  4617.8125 10   4    D
  4617.9375 23   9    D
  4618.0625 30  15    D
  4618.1875 20   7    D
  4618.3125 20   7    D
  4618.4375 20   7    D
  4618.5625 20   7    D
  4618.6875 23   9    D
  4618.8125 30  15    D
  4618.9375  7   3    D
  4619.0625 23   9    D
  4619.1875 20   7    D
  4619.3125 13   5    D
  4619.4375 13   5    D
  4619.5625 20   7    D
  4619.6875 13   5    D
  4619.8125 20   7    D
  4619.9375 27  12    D
  4620.0625 13   5    D
  4620.1875 20   7    D
  4620.3125 23   9    D
  4620.4375 17   6    D
  4620.5625 23   9    D
  4620.6875 23   9    D
  4620.8125 27  12    D
  4620.9375 30  15    D
  4621.0625 10   4    D
  4621.1875 17   6    D
  4621.3125 17   6    D
  4621.4375 30  15    D
  4621.5625 33  18    D
  4621.6875 23   9    D
  4621.8125 37  22    D
  4621.9375 20   7    D
  4622.0625 17   6    D
  4622.1875 30  15    D
  4622.3125 17   6    D
  4622.4375  7   3    D
  4622.5625  7   3    D
  4622.6875  7   3    D
  4622.8125  7   3    D
  4622.9375 17   6    D
  4623.0625  7   3    D
  4623.1875  3   2    D
  4623.3125  3   2    D
  4623.4375 13   5    D
  4623.5625 10   4    D
  4623.6875  3   2    D
  4623.8125  7   3    D
  4623.9375  7   3    D
  4624.0625 10   4    D
  4624.1875 10   4    D
  4624.3125 13   5    D
  4624.4375  7   3    D
  4624.5625  7   3    D
  4624.6875  7   3    D
  4624.8125  0   0    D
  4624.9375  7   3    D
  4625.0625  3   2    D
  4625.1875  3   2    D
  4625.3125  7   3    D
  4625.4375  7   3    D
  4625.5625 10   4    D
  4625.6875  7   3    D
  4625.8125 10   4    D
  4625.9375  3   2    D
  4626.0625  0   0    D
  4626.1875  0   0    D
  4626.3125  3   2    D
  4626.4375  7   3    D
  4626.5625 10   4    D
  4626.6875  0   0    D
  4626.8125  0   0    D
  4626.9375  0   0    D
  4627.0625 17   6    D
  4627.1875 17   6    D
  4627.3125 20   7    D
  4627.4375 17   6    D
  4627.5625 13   5    D
  4627.6875 10   4    D
  4627.8125  7   3    D
  4627.9375 17   6    D
  4628.0625 30  15    D
  4628.1875 27  12    D
  4628.3125 23   9    D
  4628.4375 23   9    D
  4628.5625 23   9    D
  4628.6875 27  12    D
  4628.8125 37  22    D
  4628.9375 47  39    D
  4629.0625 33  18    D
  4629.1875 40  27    D
  4629.3125 37  22    D
  4629.4375 30  15    D
  4629.5625 57  67    D
  4629.6875 47  39    D
  4629.8125 43  32    D
  4629.9375 40  27    D
  4630.0625 33  18    D
  4630.1875 30  15    D
  4630.3125 43  32    D
  4630.4375 20   7    D
  4630.5625 20   7    D
  4630.6875 23   9    D
  4630.8125 23   9    D
  4630.9375 40  27    D
  4631.0625 57  67    D
  4631.1875 53  56    D
  4631.3125 50  48    D
  4631.4375 40  27    D
  4631.5625 20   7    D
  4631.6875 33  18    D
  4631.8125 33  18    D
  4631.9375 27  12    D
  4632.0625 43  32    D
  4632.1875 40  27    D
  4632.3125  7   3    D
  4632.4375  7   3    D
  4632.5625  7   3    D
  4632.6875 30  15    D
  4632.8125 27  12    D
  4632.9375 10   4    D
  4633.0625 13   5    D
  4633.1875 30  15    D
  4633.3125 23   9    D
  4633.4375 13   5    D
  4633.5625 20   7    D
  4633.6875 17   6    D
  4633.8125 33  18    D
  4633.9375 30  15    D
  4634.0625 27  12    D
  4634.1875 23   9    D
  4634.3125 13   5    D
  4634.4375 17   6    D
  4634.5625 20   7    D
  4634.6875 20   7    D
  4634.8125 20   7    D
  4634.9375 10   4    D
  4635.0625 10   4    D
  4635.1875 10   4    D
  4635.3125 10   4    D
  4635.4375 13   5    D
  4635.5625  7   3    D
  4635.6875  7   3    D
  4635.8125 10   4    D
  4635.9375  7   3    D
  4636.0625 17   6    D
  4636.1875  7   3    D
  4636.3125 10   4    D
  4636.4375  3   2    D
  4636.5625 10   4    D
  4636.6875  7   3    D
  4636.8125  7   3    D
  4636.9375  0   0    D
  4637.0625  0   0    D
  4637.1875  0   0    D
  4637.3125  3   2    D
  4637.4375  3   2    D
  4637.5625  0   0    D
  4637.6875  3   2    D
  4637.8125  0   0    D
  4637.9375  3   2    D
  4638.0625 10   4    D
  4638.1875 10   4    D
  4638.3125 13   5    D
  4638.4375 20   7    D
  4638.5625 13   5    D
  4638.6875  7   3    D
  4638.8125 10   4    D
  4638.9375 20   7    D
  4639.0625 30  15    D
  4639.1875 17   6    D
  4639.3125 13   5    D
  4639.4375  3   2    D
  4639.5625  3   2    D
  4639.6875 17   6    D
  4639.8125 10   4    D
  4639.9375  7   3    D
  4640.0625  7   3    D
  4640.1875 13   5    D
  4640.3125  7   3    D
  4640.4375  7   3    D
  4640.5625 13   5    D
  4640.6875 17   6    D
  4640.8125 10   4    D
  4640.9375 30  15    D
  4641.0625 23   9    D
  4641.1875 20   7    D
  4641.3125 17   6    D
  4641.4375 13   5    D
  4641.5625  7   3    D
  4641.6875 13   5    D
  4641.8125 13   5    D
  4641.9375 23   9    D
  4642.0625 23   9    D
  4642.1875 27  12    D
  4642.3125  7   3    D
  4642.4375 17   6    D
  4642.5625 10   4    D
  4642.6875 10   4    D
  4642.8125 30  15    D
  4642.9375 13   5    D
  4643.0625 20   7    D
  4643.1875 17   6    D
  4643.3125  0   0    D
  4643.4375 10   4    D
  4643.5625  7   3    D
  4643.6875  3   2    D
  4643.8125  7   3    D
  4643.9375 17   6    D
  4644.0625 30  15    D
  4644.1875 33  18    D
  4644.3125 20   7    D
  4644.4375 17   6    D
  4644.5625 23   9    D
  4644.6875 27  12    D
  4644.8125  3   2    D
  4644.9375 10   4    D
  4645.0625 10   4    D
  4645.1875 23   9    D
  4645.3125  7   3    D
  4645.4375 13   5    D
  4645.5625 17   6    D
  4645.6875 37  22    D
  4645.8125 37  22    D
  4645.9375 47  39    D
  4646.0625 33  18    D
  4646.1875 20   7    D
  4646.3125 30  15    D
  4646.4375 23   9    D
  4646.5625 20   7    D
  4646.6875 20   7    D
  4646.8125 20   7    D
  4646.9375 17   6    D
  4647.0625 13   5    D
  4647.1875 13   5    D
  4647.3125 13   5    D
  4647.4375 13   5    D
  4647.5625 23   9    D
  4647.6875 27  12    D
  4647.8125 17   6    D
  4647.9375  7   3    D
  4648.0625 17   6    D
  4648.1875 10   4    D
  4648.3125 13   5    D
  4648.4375 13   5    D
  4648.5625  3   2    D
  4648.6875  3   2    D
  4648.8125  3   2    D
  4648.9375 13   5    D
  4649.0625  0   0    D
  4649.1875  0   0    D
  4649.3125  0   0    D
  4649.4375  0   0    D
  4649.5625  0   0    D
  4649.6875  0   0    D
  4649.8125  3   2    D
  4649.9375  0   0    D
  4650.0625  0   0    D
  4650.1875  0   0    D
  4650.3125  0   0    D
  4650.4375  0   0    D
  4650.5625  3   2    D
  4650.6875 13   5    D
  4650.8125  7   3    D
  4650.9375  7   3    D
  4651.0625  7   3    D
  4651.1875  7   3    D
  4651.3125  7   3    D
  4651.4375  3   2    D
  4651.5625  3   2    D
  4651.6875  3   2    D
  4651.8125  0   0    D
  4651.9375  0   0    D
  4652.0625  7   3    D
  4652.1875  3   2    D
  4652.3125  7   3    D
  4652.4375  7   3    D
  4652.5625 17   6    D
  4652.6875 10   4    D
  4652.8125 30  15    D
  4652.9375 23   9    D
  4653.0625 27  12    D
  4653.1875 17   6    D
  4653.3125 13   5    D
  4653.4375  7   3    D
  4653.5625  3   2    D
  4653.6875  3   2    D
  4653.8125  3   2    D
  4653.9375 10   4    D
  4654.0625  0   0    D
  4654.1875  0   0    D
  4654.3125  3   2    D
  4654.4375  0   0    D
  4654.5625  0   0    D
  4654.6875  0   0    D
  4654.8125  0   0    D
  4654.9375  0   0    D
  4655.0625  0   0    D
  4655.1875 10   4    D
  4655.3125 13   5    D
  4655.4375  7   3    D
  4655.5625  7   3    D
  4655.6875  7   3    D
  4655.8125 10   4    D
  4655.9375  7   3    D
  4656.0625  7   3    D
  4656.1875 10   4    D
  4656.3125 13   5    D
  4656.4375 30  15    D
  4656.5625 30  15    D
  4656.6875 30  15    D
  4656.8125 27  12    D
  4656.9375 43  32    D
  4657.0625 67 111    D
  4657.1875 63  94    D
  4657.3125 37  22    D
  4657.4375 20   7    D
  4657.5625 20   7    D
  4657.6875 13   5    D
  4657.8125 10   4    D
  4657.9375 13   5    D
  4658.0625 17   6    D
  4658.1875  3   2    D
  4658.3125  0   0    D
  4658.4375 23   9    D
  4658.5625 20   7    D
  4658.6875 17   6    D
  4658.8125 10   4    D
  4658.9375 17   6    D
  4659.0625 27  12    D
  4659.1875 23   9    D
  4659.3125 13   5    D
  4659.4375  7   3    D
  4659.5625  7   3    D
  4659.6875  7   3    D
  4659.8125  7   3    D
  4659.9375 10   4    D
  4660.0625  7   3    D
  4660.1875  3   2    D
  4660.3125  3   2    D
  4660.4375  7   3    D
  4660.5625  0   0    D
  4660.6875  0   0    D
  4660.8125  0   0    D
  4660.9375  0   0    D
  4661.0625  0   0    D
  4661.1875  0   0    D
  4661.3125  3   2    D
  4661.4375 10   4    D
  4661.5625  7   3    D
  4661.6875 20   7    D
  4661.8125 10   4    D
  4661.9375 23   9    D
  4662.0625 23   9    D
  4662.1875 13   5    D
  4662.3125 10   4    D
  4662.4375 13   5    D
  4662.5625 23   9    D
  4662.6875 20   7    D
  4662.8125 13   5    D
  4662.9375 17   6    D
  4663.0625  7   3    D
  4663.1875 17   6    D
  4663.3125  7   3    D
  4663.4375 13   5    D
  4663.5625  3   2    D
  4663.6875  3   2    D
  4663.8125 17   6    D
  4663.9375 27  12    D
  4664.0625 30  15    D
  4664.1875 40  27    D
  4664.3125 63  94    D
  4664.4375 57  67    D
  4664.5625 40  27    D
  4664.6875 23   9    D
  4664.8125 53  56    D
  4664.9375 40  27    D
  4665.0625 67 111    D
  4665.1875 60  80    D
  4665.3125 57  67    D
  4665.4375 43  32    D
  4665.5625 17   6    D
  4665.6875 20   7    D
  4665.8125 30  15    D
  4665.9375 50  48    D
  4666.0625 30  15    D
  4666.1875 20   7    D
  4666.3125 20   7    D
  4666.4375 23   9    D
  4666.5625 23   9    D
  4666.6875 33  18    D
  4666.8125 30  15    D
  4666.9375 20   7    D
  4667.0625 27  12    D
  4667.1875 20   7    D
  4667.3125 10   4    D
  4667.4375 13   5    D
  4667.5625 20   7    D
  4667.6875 13   5    D
  4667.8125  7   3    D
  4667.9375 17   6    D
  4668.0625 33  18    D
  4668.1875 40  27    D
  4668.3125 23   9    D
  4668.4375 20   7    D
  4668.5625 23   9    D
  4668.6875 30  15    D
  4668.8125 27  12    D
  4668.9375 13   5    D
  4669.0625 33  18    D
  4669.1875 50  48    D
  4669.3125 57  67    D
  4669.4375 53  56    D
  4669.5625 57  67    D
  4669.6875 57  67    D
  4669.8125 43  32    D
  4669.9375 37  22    D
  4670.0625 43  32    D
  4670.1875 30  15    D
  4670.3125 33  18    D
  4670.4375 37  22    D
  4670.5625 40  27    D
  4670.6875 27  12    D
  4670.8125 33  18    D
  4670.9375 40  27    D
  4671.0625 37  22    D
  4671.1875 27  12    D
  4671.3125 20   7    D
  4671.4375 20   7    D
  4671.5625 17   6    D
  4671.6875  7   3    D
  4671.8125 20   7    D
  4671.9375 13   5    D
  4672.0625 10   4    D
  4672.1875 13   5    D
  4672.3125 23   9    D
  4672.4375 13   5    D
  4672.5625 13   5    D
  4672.6875 17   6    D
  4672.8125 10   4    D
  4672.9375 10   4    D
  4673.0625 27  12    D
  4673.1875 20   7    D
  4673.3125 23   9    D
  4673.4375  7   3    D
  4673.5625 13   5    D
  4673.6875 10   4    D
  4673.8125  7   3    D
  4673.9375 27  12    D
  4674.0625 27  12    D
  4674.1875  7   3    D
  4674.3125  7   3    D
  4674.4375 13   5    D
  4674.5625  7   3    D
  4674.6875 17   6    D
  4674.8125 10   4    D
  4674.9375 10   4    D
  4675.0625 23   9    D
  4675.1875  7   3    D
  4675.3125  3   2    D
  4675.4375  0   0    D
  4675.5625  3   2    D
  4675.6875  3   2    D
  4675.8125  3   2    D
  4675.9375  3   2    D
  4676.0625  0   0    D
  4676.1875  0   0    D
  4676.3125  3   2    D
  4676.4375  3   2    D
  4676.5625  3   2    D
  4676.6875  3   2    D
  4676.8125  7   3    D
  4676.9375  3   2    D
  4677.0625  7   3    D
  4677.1875  7   3    D
  4677.3125 10   4    D
  4677.4375  7   3    D
  4677.5625  7   3    D
  4677.6875  7   3    D
  4677.8125  7   3    D
  4677.9375  3   2    D
  4678.0625 13   5    D
  4678.1875  7   3    D
  4678.3125  3   2    D
  4678.4375  0   0    D
  4678.5625  0   0    D
  4678.6875  7   3    D
  4678.8125  7   3    D
  4678.9375  3   2    D
  4679.0625 17   6    D
  4679.1875 23   9    D
  4679.3125 17   6    D
  4679.4375 20   7    D
  4679.5625 17   6    D
  4679.6875 17   6    D
  4679.8125 23   9    D
  4679.9375 10   4    D
  4680.0625 13   5    D
  4680.1875 20   7    D
  4680.3125  7   3    D
  4680.4375  7   3    D
  4680.5625  7   3    D
  4680.6875  3   2    D
  4680.8125  7   3    D
  4680.9375  0   0    D
  4681.0625 10   4    D
  4681.1875 13   5    D
  4681.3125  3   2    D
  4681.4375  7   3    D
  4681.5625  7   3    D
  4681.6875  0   0    D
  4681.8125  3   2    D
  4681.9375 13   5    D
  4682.0625  3   2    D
  4682.1875  3   2    D
  4682.3125 17   6    D
  4682.4375  7   3    D
  4682.5625  7   3    D
  4682.6875 17   6    D
  4682.8125 10   4    D
  4682.9375 17   6    D
  4683.0625 17   6    D
  4683.1875 10   4    D
  4683.3125 10   4    D
  4683.4375  7   3    D
  4683.5625  7   3    D
  4683.6875  3   2    D
  4683.8125  3   2    D
  4683.9375  7   3    D
  4684.0625  0   0    D
  4684.1875  7   3    D
  4684.3125 17   6    D
  4684.4375  7   3    D
  4684.5625 10   4    D
  4684.6875  3   2    D
  4684.8125  7   3    D
  4684.9375  0   0    D
  4685.0625  3   2    D
  4685.1875  3   2    D
  4685.3125 13   5    D
  4685.4375  3   2    D
  4685.5625  0   0    D
  4685.6875  0   0    D
  4685.8125  0   0    D
  4685.9375 10   4    D
  4686.0625 17   6    D
  4686.1875  0   0    D
  4686.3125  3   2    D
  4686.4375  3   2    D
  4686.5625  0   0    D
  4686.6875  0   0    D
  4686.8125  3   2    D
  4686.9375  3   2    D
  4687.0625  0   0    D
  4687.1875  0   0    D
  4687.3125  3   2    D
  4687.4375  3   2    D
  4687.5625 10   4    D
  4687.6875 30  15    D
  4687.8125 17   6    D
  4687.9375 23   9    D
  4688.0625 30  15    D
  4688.1875 30  15    D
  4688.3125 30  15    D
  4688.4375 37  22    D
  4688.5625 33  18    D
  4688.6875 47  39    D
  4688.8125 43  32    D
  4688.9375 33  18    D
  4689.0625 23   9    D
  4689.1875 23   9    D
  4689.3125 10   4    D
  4689.4375  3   2    D
  4689.5625  7   3    D
  4689.6875 10   4    D
  4689.8125 13   5    D
  4689.9375 17   6    D
  4690.0625  0   0    D
  4690.1875  0   0    D
  4690.3125  3   2    D
  4690.4375  7   3    D
  4690.5625 13   5    D
  4690.6875 10   4    D
  4690.8125  7   3    D
  4690.9375  3   2    D
  4691.0625  0   0    D
  4691.1875 10   4    D
  4691.3125  3   2    D
  4691.4375  3   2    D
  4691.5625  7   3    D
  4691.6875  3   2    D
  4691.8125  0   0    D
  4691.9375  0   0    D
  4692.0625  0   0    D
  4692.1875  0   0    D
  4692.3125  7   3    D
  4692.4375  7   3    D
  4692.5625  7   3    D
  4692.6875 17   6    D
  4692.8125  7   3    D
  4692.9375  3   2    D
  4693.0625  7   3    D
  4693.1875  3   2    D
  4693.3125  7   3    D
  4693.4375  7   3    D
  4693.5625  7   3    D
  4693.6875 20   7    D
  4693.8125 13   5    D
  4693.9375 10   4    D
  4694.0625 27  12    D
  4694.1875 33  18    D
  4694.3125 13   5    D
  4694.4375 13   5    D
  4694.5625 30  15    D
  4694.6875 37  22    D
  4694.8125 40  27    D
  4694.9375 30  15    D
  4695.0625 10   4    D
  4695.1875  0   0    D
  4695.3125  3   2    D
  4695.4375 10   4    D
  4695.5625  7   3    D
  4695.6875  0   0    D
  4695.8125  3   2    D
  4695.9375 13   5    D
  4696.0625  0   0    D
  4696.1875  0   0    D
  4696.3125  7   3    D
  4696.4375  0   0    D
  4696.5625  0   0    D
  4696.6875  0   0    D
  4696.8125  3   2    D
  4696.9375  0   0    D
  4697.0625  0   0    D
  4697.1875  0   0    D
  4697.3125  0   0    D
  4697.4375  3   2    D
  4697.5625  7   3    D
  4697.6875  3   2    D
  4697.8125  7   3    D
  4697.9375 17   6    D
  4698.0625  3   2    D
  4698.1875  0   0    D
  4698.3125  0   0    D
  4698.4375  3   2    D
  4698.5625 13   5    D
  4698.6875  7   3    D
  4698.8125  0   0    D
  4698.9375  3   2    D
  4699.0625 13   5    D
  4699.1875  0   0    D
  4699.3125  0   0    D
  4699.4375  0   0    D
  4699.5625  0   0    D
  4699.6875 13   5    D
  4699.8125 13   5    D
  4699.9375 40  27    D
  4700.0625 47  39    D
  4700.1875 33  18    D
  4700.3125 23   9    D
  4700.4375 33  18    D
  4700.5625 27  12    D
  4700.6875 33  18    D
  4700.8125 30  15    D
  4700.9375 37  22    D
  4701.0625 57  67    D
  4701.1875 63  94    D
  4701.3125 57  67    D
  4701.4375 43  32    D
  4701.5625 37  22    D
  4701.6875 20   7    D
  4701.8125  7   3    D
  4701.9375 13   5    D
  4702.0625 13   5    D
  4702.1875  7   3    D
  4702.3125  7   3    D
  4702.4375 10   4    D
  4702.5625  3   2    D
  4702.6875  3   2    D
  4702.8125  7   3    D
  4702.9375 13   5    D
  4703.0625 17   6    D
  4703.1875 20   7    D
  4703.3125 10   4    D
  4703.4375  7   3    D
  4703.5625 13   5    D
  4703.6875 20   7    D
  4703.8125 27  12    D
  4703.9375 23   9    D
  4704.0625 17   6    D
  4704.1875 30  15    D
  4704.3125 17   6    D
  4704.4375 20   7    D
  4704.5625 20   7    D
  4704.6875 20   7    D
  4704.8125 27  12    D
  4704.9375 23   9    D
  4705.0625 10   4    D
  4705.1875 23   9    D
  4705.3125 10   4    D
  4705.4375 10   4    D
  4705.5625 10   4    D
  4705.6875 13   5    D
  4705.8125  0   0    D
  4705.9375 17   6    D
  4706.0625 13   5    D
  4706.1875  3   2    D
  4706.3125 17   6    D
  4706.4375 10   4    D
  4706.5625 20   7    D
  4706.6875 17   6    D
  4706.8125  3   2    D
  4706.9375 10   4    D
  4707.0625 27  12    D
  4707.1875 27  12    D
  4707.3125 27  12    D
  4707.4375 23   9    D
  4707.5625 20   7    D
  4707.6875 30  15    D
